name,version,license_match,old_license,new_license,license_changed,change_kind,old_link,new_link,link_changed,changed_fields,notes
redis,5.0.4,True,MIT,MIT,False,,https://github.com/redis/redis-py/blob/v5.0.4/LICENSE,https://github.com/redis/redis-py/blob/v5.0.4/LICENSE,False,,
referencing,0.37.0,True,MIT,MIT,False,,https://github.com/python-jsonschema/referencing/blob/v0.37.0/COPYING,https://github.com/python-jsonschema/referencing/blob/v0.37.0/COPYING,False,,
regex,2026.4.4,True,Apache-2.0,Apache-2.0,False,,https://github.com/mrabarnett/mrab-regex/blob/2026.4.4/LICENSE.txt,https://github.com/mrabarnett/mrab-regex/blob/2026.4.4/LICENSE.txt,False,,
requests,2.33.1,True,Apache-2.0,Apache-2.0,False,,https://github.com/psf/requests/blob/v2.33.1/LICENSE,https://github.com/psf/requests/blob/v2.33.1/LICENSE,False,,
requests-toolbelt,1.0.0,True,Apache-2.0,Apache-2.0,False,,https://github.com/requests/toolbelt/blob/1.0.0/LICENSE,https://github.com/requests/toolbelt/blob/1.0.0/LICENSE,False,,
rich,15.0.0,True,MIT,MIT,False,,https://github.com/Textualize/rich/blob/v15.0.0/LICENSE,https://github.com/Textualize/rich/blob/v15.0.0/LICENSE,False,,
rpds-py,0.30.0,True,MIT,MIT,False,,https://github.com/crate-py/rpds/blob/v0.30.0/LICENSE,https://github.com/crate-py/rpds/blob/v0.30.0/LICENSE,False,,
rpm,4.18.2,False,GPL-2.0-or-later,MIT,True,cross-family,https://github.com/rpm-software-management/rpm/blob/rpm-4.18.2/COPYING,https://github.com/rpm-software-management/rpm/blob/rpm-4.18.2/COPYING,False,license,license-changed[cross-family]: GPL-2.0-or-later -> MIT; link-broken-unresolved
ruamel.yaml,0.18.17,True,MIT,MIT,False,,https://sourceforge.net/p/ruamel-yaml/code/ci/0.18.17/tree/LICENSE,https://sourceforge.net/p/ruamel-yaml/code/ci/0.18.17/tree/LICENSE,False,,
ruamel.yaml.clib,0.2.15,True,MIT,MIT,False,,https://sourceforge.net/p/ruamel-yaml-clib/code/ci/0.2.15/tree/LICENSE,https://sourceforge.net/p/ruamel-yaml-clib/code/ci/0.2.15/tree/LICENSE,False,,
safetensors,0.7.0,True,Apache-2.0,Apache-2.0,False,,https://github.com/huggingface/safetensors/blob/v0.7.0/LICENSE,https://github.com/huggingface/safetensors/blob/v0.7.0/LICENSE,False,,
scikit-image,0.26.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/scikit-image/scikit-image/blob/v0.26.0/LICENSE.txt,https://github.com/scikit-image/scikit-image/blob/v0.26.0/LICENSE.txt,False,,
scikit-learn,1.8.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/scikit-learn/scikit-learn/blob/1.8.0/COPYING,https://github.com/scikit-learn/scikit-learn/blob/1.8.0/COPYING,False,,
scipy,1.17.1,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/scipy/scipy/blob/v1.17.1/LICENSE.txt,https://github.com/scipy/scipy/blob/v1.17.1/LICENSE.txt,False,,
semver,3.0.4,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/python-semver/python-semver/blob/3.0.4/LICENSE.txt,https://github.com/python-semver/python-semver/blob/3.0.4/LICENSE.txt,False,,
sentencepiece,0.2.1,False,Apache-2.0,Apache-2.0,False,,https://github.com/google/sentencepiece/blob/v0.2.1/LICENSE,https://github.com/google/sentencepiece/blob/v0.2.1/LICENSE,False,,license-unverified
setuptools,70.0.0,True,MIT,MIT,False,,https://github.com/pypa/setuptools/blob/v70.0.0/LICENSE,https://github.com/pypa/setuptools/blob/v70.0.0/LICENSE,False,,
shapely,2.1.2,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/shapely/shapely/blob/2.1.2/LICENSE.txt,https://github.com/shapely/shapely/blob/2.1.2/LICENSE.txt,False,,
shellingham,1.5.4,True,ISC,ISC,False,,https://github.com/sarugaku/shellingham/blob/1.5.4/LICENSE,https://github.com/sarugaku/shellingham/blob/1.5.4/LICENSE,False,,
simhash,2.1.2,True,MIT,MIT,False,,https://github.com/1e0ng/simhash/blob/master/LICENSE,https://github.com/1e0ng/simhash/blob/master/LICENSE,False,,
six,1.17.0,True,MIT,MIT,False,,https://github.com/benjaminp/six/blob/1.17.0/LICENSE,https://github.com/benjaminp/six/blob/1.17.0/LICENSE,False,,
slovnet,0.6.0,True,MIT,MIT,False,,https://github.com/natasha/slovnet/blob/v0.6.0/LICENSE,https://github.com/natasha/slovnet/blob/v0.6.0/LICENSE,False,,
smart_open,7.5.1,True,MIT,MIT,False,,https://github.com/piskvorky/smart_open/blob/v7.5.1/LICENSE,https://github.com/piskvorky/smart_open/blob/v7.5.1/LICENSE,False,,
sniffio,1.3.1,True,Apache-2.0,"Apache-2.0, MIT",True,partial,https://github.com/python-trio/sniffio/blob/v1.3.1/LICENSE,https://github.com/python-trio/sniffio/blob/v1.3.1/LICENSE,False,license,"license-changed[partial]: Apache-2.0 -> Apache-2.0, MIT"
sortedcontainers,2.4.0,True,Apache-2.0,Apache-2.0,False,,https://github.com/grantjenks/python-sortedcontainers/blob/v2.4.0/LICENSE,https://github.com/grantjenks/python-sortedcontainers/blob/v2.4.0/LICENSE,False,,
soundfile,0.13.1,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/bastibe/python-soundfile/blob/0.13.1/LICENSE,https://github.com/bastibe/python-soundfile/blob/0.13.1/LICENSE,False,,
soxr,1.0.0,False,LGPL-2.1,LGPL-2.1-or-later,True,variant,https://github.com/dofuuz/python-soxr/blob/v1.0.0/LICENSE.txt,https://github.com/dofuuz/python-soxr/blob/v1.0.0/LICENSE.txt,False,license,license-changed[variant]: LGPL-2.1 -> LGPL-2.1-or-later
speechbrain,1.1.0,True,Apache-2.0,Apache-2.0,False,,https://github.com/speechbrain/speechbrain/blob/v1.1.0/LICENSE,https://github.com/speechbrain/speechbrain/blob/v1.1.0/LICENSE,False,,
SQLAlchemy,2.0.30,True,MIT,MIT,False,,https://github.com/sqlalchemy/sqlalchemy/blob/rel_2_0_30/LICENSE,https://github.com/sqlalchemy/sqlalchemy/blob/rel_2_0_30/LICENSE,False,,
SQLAlchemy-Utils,0.41.2,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/kvesteri/sqlalchemy-utils/blob/0.41.2/LICENSE,https://github.com/kvesteri/sqlalchemy-utils/blob/0.41.2/LICENSE,False,,
starlette,1.0.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/encode/starlette/blob/1.0.0/LICENSE.md,https://github.com/encode/starlette/blob/1.0.0/LICENSE.md,False,,
sympy,1.14.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/sympy/sympy/blob/sympy-1.14.0/LICENSE,https://github.com/sympy/sympy/blob/sympy-1.14.0/LICENSE,False,,
systemd-python,235,False,LGPL-2.1-or-later,LGPL-2.0-or-later,True,variant,https://github.com/systemd/python-systemd/blob/v235/LICENSE.txt,https://github.com/systemd/python-systemd/blob/v235/LICENSE.txt,False,license,license-changed[variant]: LGPL-2.1-or-later -> LGPL-2.0-or-later
tabulate,0.10.0,True,MIT,MIT,False,,https://github.com/astanin/python-tabulate/blob/v0.10.0/LICENSE,https://github.com/astanin/python-tabulate/blob/v0.10.0/LICENSE,False,,
tenacity,9.1.4,True,Apache-2.0,Apache-2.0,False,,https://github.com/jd/tenacity/blob/9.1.4/LICENSE,https://github.com/jd/tenacity/blob/9.1.4/LICENSE,False,,
tensorboardX,2.6.5,True,MIT,MIT,False,,https://github.com/lanpa/tensorboardX/blob/v2.6.5/LICENSE,https://github.com/lanpa/tensorboardX/blob/v2.6.5/LICENSE,False,,
textblob,0.20.0,True,MIT,MIT,False,,https://github.com/sloria/TextBlob/blob/0.20.0/LICENSE,https://github.com/sloria/TextBlob/blob/0.20.0/LICENSE,False,,
threadpoolctl,3.6.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/joblib/threadpoolctl/blob/3.6.0/LICENSE,https://github.com/joblib/threadpoolctl/blob/3.6.0/LICENSE,False,,
tifffile,2026.3.3,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/cgohlke/tifffile/blob/v2026.3.3/LICENSE,https://github.com/cgohlke/tifffile/blob/v2026.3.3/LICENSE,False,,
tokenizers,0.22.2,True,Apache-2.0,Apache-2.0,False,,https://github.com/huggingface/tokenizers/blob/v0.22.2/LICENSE,https://github.com/huggingface/tokenizers/blob/v0.22.2/LICENSE,False,,
torch,2.10.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/pytorch/pytorch/blob/v2.10.0/LICENSE,https://github.com/pytorch/pytorch/blob/v2.10.0/LICENSE,False,,
torch-audiomentations,0.12.0,True,MIT,MIT,False,,https://github.com/iver56/torch-audiomentations/blob/v0.12.0/LICENSE,https://github.com/iver56/torch-audiomentations/blob/v0.12.0/LICENSE,False,,
torch_pitch_shift,1.2.5,True,MIT,MIT,False,,https://pypi.org/project/torch-pitch-shift/1.2.5/,https://pypi.org/project/torch-pitch-shift/1.2.5/,False,,
torchaudio,2.10.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/pytorch/audio/blob/v2.10.0/LICENSE,https://github.com/pytorch/audio/blob/v2.10.0/LICENSE,False,,
torchcodec,0.10.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/pytorch/torchcodec/blob/v0.10.0/LICENSE,https://github.com/pytorch/torchcodec/blob/v0.10.0/LICENSE,False,,
torchmetrics,1.8.2,True,Apache-2.0,Apache-2.0,False,,https://github.com/Lightning-AI/torchmetrics/blob/v1.8.2/LICENSE,https://github.com/Lightning-AI/torchmetrics/blob/v1.8.2/LICENSE,False,,
torchvision,0.25.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/pytorch/vision/blob/v0.25.0/LICENSE,https://github.com/pytorch/vision/blob/v0.25.0/LICENSE,False,,
tqdm,4.67.3,True,MPL-2.0,"MIT, MPL-2.0",True,partial,https://github.com/tqdm/tqdm/blob/v4.67.3/LICENCE,https://github.com/tqdm/tqdm/blob/v4.67.3/LICENCE,False,license,"license-changed[partial]: MPL-2.0 -> MIT, MPL-2.0"
transformers,4.57.6,True,Apache-2.0,Apache-2.0,False,,https://github.com/huggingface/transformers/blob/v4.57.6/LICENSE,https://github.com/huggingface/transformers/blob/v4.57.6/LICENSE,False,,
triton,3.6.0,True,MIT,MIT,False,,https://github.com/openai/triton/blob/v3.6.0/LICENSE,https://github.com/openai/triton/blob/v3.6.0/LICENSE,False,,
typer,0.24.1,True,MIT,MIT,False,,https://github.com/tiangolo/typer/blob/0.24.1/LICENSE,https://github.com/tiangolo/typer/blob/0.24.1/LICENSE,False,,
typing-inspection,0.4.2,True,MIT,MIT,False,,https://github.com/pydantic/typing-inspection/blob/v0.4.2/LICENSE,https://github.com/pydantic/typing-inspection/blob/v0.4.2/LICENSE,False,,
typing_extensions,4.15.0,True,PSF-2.0,PSF-2.0,False,,https://github.com/python/typing_extensions/blob/4.15.0/LICENSE,https://github.com/python/typing_extensions/blob/4.15.0/LICENSE,False,,
tzdata,2026.1,True,Apache-2.0,Apache-2.0,False,,https://github.com/python/tzdata/blob/2026.1/LICENSE,https://github.com/python/tzdata/blob/2026.1/LICENSE,False,,
urllib3,2.6.3,True,MIT,MIT,False,,https://github.com/urllib3/urllib3/blob/2.6.3/LICENSE.txt,https://github.com/urllib3/urllib3/blob/2.6.3/LICENSE.txt,False,,
uvicorn,0.44.0,True,BSD-3-Clause,BSD-3-Clause,False,,https://github.com/encode/uvicorn/blob/0.44.0/LICENSE.md,https://github.com/encode/uvicorn/blob/0.44.0/LICENSE.md,False,,
wheel,0.43.0,True,MIT,MIT,False,,https://github.com/pypa/wheel/blob/0.43.0/LICENSE.txt,https://github.com/pypa/wheel/blob/0.43.0/LICENSE.txt,False,,
wrapt,2.1.2,True,BSD-2-Clause,BSD-2-Clause,False,,https://github.com/GrahamDumpleton/wrapt/blob/2.1.2/LICENSE,https://github.com/GrahamDumpleton/wrapt/blob/2.1.2/LICENSE,False,,
yargy,0.16.0,True,MIT,MIT,False,,https://github.com/natasha/yargy/blob/v0.16.0/LICENSE,https://github.com/natasha/yargy/blob/v0.16.0/LICENSE,False,,
yarl,1.23.0,True,Apache-2.0,Apache-2.0,False,,https://github.com/aio-libs/yarl/blob/v1.23.0/LICENSE,https://github.com/aio-libs/yarl/blob/v1.23.0/LICENSE,False,,
